Apartment Investment and Management Company,8.27,+4.68%,161 093
APEIRON CAPITAL INVESTMENT CORP,10.03,+0.2%,546
"Apellis Pharmaceuticals, Inc.",63.26,+3.15%,33 573
Apergy Corporation,10.35,+2.48%,1 938 625
Apex Technology Acquisition Corporation,5.38,+0.19%,19 336
API GROUP CORPORATION,17.35,+2.18%,46 618
"Apogee Enterprises, Inc.",41.46,-0.17%,1 439
"Apollo Commercial Real Estate Finance, Inc",12.48,+0.81%,59 335
"Apollo Endosurgery, Inc.",6.5,+4.84%,1 046
"Apollo Global Management, Inc 6.375% Series B Preferred Shares",,,
"Apollo Global Management, Inc.",57.52,-0.86%,73 268
"Apollo Global Management, Inc. 6.375% Series A Preferred Shares",,,
"Apollo Medical Holdings, Inc.",54.38,-2.16%,9 888
APOLLO STRATEGIC GROWTH CAPITAL II,9.86,0%,1 811
"AppFolio, Inc.",108.88,+1.84%,2 395
Appian Corporation,54.39,-1.96%,11 059
"Apple Hospitality REIT, Inc.",16.37,-1.42%,45 712
Apple Inc.,165.31$,-0.16%,3 332 283
APPLIED BLOCKCHAIN INC,2.03,-7.73%,56 474
"Applied DNA Sciences, Inc.",5.81,+3.01%,439 226
Applied Genetic Technologies Corporation,0.38,-2.07%,55 953
"Applied Industrial Technologies, Inc.",103.47,+1.05%,4 163
Applied Materials Inc.,109.65$,-1.37%,300 022
APPLIED MOLECULAR TRANSPORT INC,2.02,+6.88%,5 232
"Applied Optoelectronics, Inc.",1.86,-5.58%,13 710
"Applied Therapeutics, Inc.",1.3,+7.44%,2 942
APPLIED UV INC,1.76,+12.1%,7 370
APPLIED UV INC 10.5% SER A CUM PERP PFD SHS USD25,24.8,0%,
APPTECH PAYMENTS CORP,0.69,0%,
"Aprea Therapeutics, Inc.",0.99,+3.98%,1 162
"AptarGroup, Inc.",105.65,-0.69%,7 528
Aptevo Therapeutics Inc.,4.3,+5.13%,546
Aptinyx Inc.,0.52,+4.08%,1 703
Aptiv PLC,98.41,-0.71%,126 253
APTIV PLC,,,
Aptorum Group Limited,1.6,+3.23%,2 351
"Aptose Biosciences, Inc.",0.85,+2.07%,1 700
APX ACQUISITION CORP I,10.06,+0.1%,900
Apyx Medical Corporation,10.29,+0.49%,2 722
Aqua America Inc,,,
"Aqua Metals, Inc.",0.98,+3.15%,779
"AquaBounty Technologies, Inc.",1.58,-0.94%,12 112
"Aquestive Therapeutics, Inc.",0.88,+2.56%,2 727
Aramark,35.16,+0.31%,46 048
"Aravive, Inc.",0.93,+6.61%,248
ARBOR RAPHA CAP BIOHOLDINGS CORP I,10.07,0%,
Arbor Realty Trust,15.65,+0.22%,74 097
ARBOR REALTY TRUST INC 6.375% SERIES D CUMULATIVE RED PFD STK,,,
ARBOR REALTY TRUST INC SER E CUM RED PFD SHS,,,
Arbutus Biopharma Corporation,2.55,+0.99%,38 944
"ARC Document Solutions, Inc.",2.86,-0.35%,3 353
"ARCA biopharma, Inc.",2.31,-0.86%,271
"Arcadia Biosciences, Inc.",0.92,+6.35%,1 663
ArcBest Corporation,88.27,+2.07%,3 931
ARCELLX INC,19.83,+1.59%,11 999
Arcelor Mittal NY Registry Shares NEW,24.47,+1.33%,102 456
ARCELORMITTAL 5.50% MAN CON SUB NOTES DUE 18/05/2023,58.12,+3.35%,100
ARCH CAPITAL GROUP DEP SHS EACH REP 1/1000TH NCUM PFD SER G,21.6,-0.46%,959
Arch Capital Group Ltd.,43.81,+0.55%,68 482
"Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45%",24.95,0%,
"Arch Coal, Inc.",124.77,+0.7%,13 744
Archer Daniels Midland Co.,82.76$,+0.89%,205 020
"Archrock, Inc.",7.69,+0.92%,96 066
"Arcimoto, Inc.",2.92,-2.34%,3 367
ARCLIGHT CLEAN TRANSITION CORP II,7.65,-2.55%,6 090
ArcLight Clean Transition Corp.,6.48,+10.02%,140 454
ArcLight Clean Transition Corp. II,10.26,+3.74%,2 019
Arco Platform Limited,15.27,-2.18%,1 538
Arconic Corporation,28.51,+3%,63 716
Arconic Inc.,28.7,+0.88%,21 783
Arcos Dorados Holdings Inc.,7.85,+0.06%,11 539
"Arcosa, Inc.",60.46,+2.6%,8 502
ARCTOS NORTHSTAR ACQUISITION CORP,9.86,0%,
Arcturus Therapeutics Holdings Inc.,22.08,+7.34%,39 163
"Arcus Biosciences, Inc.",27.36,+2.01%,18 881
ARCUTIS BIOTHERAPEUTICS INC,25.13,+2.15%,59 016
"Ardelyx, Inc.",0.86,+4.28%,67 247
Ardmore Shipping Corporation,8.49,+1.8%,13 207
ARENA FORTIFY ACQUISITION CORP,10.06,0%,
"Arena Pharmaceuticals, Inc.",99.99,0%,
ARES ACQUISITION CORP,9.89,+0.2%,3 147
Ares Capital Corporation,19.95,+1.22%,81 455
Ares Commercial Real Estate Corporation,13.37,-0.45%,9 187
Ares Management Corporation,73.3,-0.89%,11 457
"Argan, Inc.",35.62,+1.22%,1 544
argenx SE,367.61,-0.29%,9 164
"Argo Group International Holdings, Ltd.",31.6,+1.12%,2 491
"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",22.98,0%,3
ARGO GROUP INTL HLDGS LTD 7% DEP SH REP 1/1000TH PDF SHS SER A,,,
ARGUS CAP CORP,10.01,0%,
ARHAUS INC,6.02,+0.84%,9 435
Aridis Pharmaceuticals Inc.,2.22,+1.83%,2 279
ARIES I ACQUISITION CORP,10.18,-0.1%,940
ARIS WATER SOLUTIONS INC,16.65,-5.69%,36 891
Arista Networks Inc,126.79$,+3.04%,104 248
ARISZ ACQUISITION CORP,9.9,0%,
Ark Restaurants Corp.,21.08,0%,74
Arlington Asset Investment Corp,3.09,0%,11
Arlington Asset Investment Corp 6.750% Notes due 2025,25,+1.72%,
Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,,,
Arlington Asset Investment Corp 8.250% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferr,,,
"Arlo Technologies, Inc.",7.43,+1.09%,18 091
ARMADA ACQUISITION CORP I,9.89,0%,
"Armada Hoffler Properties, Inc.",13.59,-0.4%,10 538
"Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",,,
"Armata Pharmaceuticals, Inc.",3.9,0%,46
ARMOUR RESIDENTIAL REIT INC 7.00% CUM RED PFD STK SER C,,,
"ARMOUR Residential REIT, Inc.",7.54,-0.53%,96 365
Armstrong World Industries Inc,88.17,-0.6%,5 256
AROGO CAPITAL ACQUISITION CORP,9.95,0%,
ARRAY TECHNOLOGIES INC,17.66,+2.32%,394 833
"Arrow Electronics, Inc.",115.82,-2.78%,22 984
Arrow Financial Corporation,33.58,+0.72%,150
"Arrowhead Pharmaceuticals, Inc.",45.94,-0.35%,51 269
ARROWROOT ACQUISITION CORP,9.84,0%,
"Art's-Way Manufacturing Co., Inc.",2.26,0%,493
"Artelo Biosciences, Inc.",0.38,+0.94%,3 600
ARTEMIS STRATEGIC INVT CORP,9.99,0%,
ARTERIS INC,8.89,-0.73%,1 313
Artesian Resources Corporation,53.65,-0.1%,1 135
Arthur J. Gallagher & Co.,178.44,+1.12%,42 024
Artisan Acquisition Corp.,3.99,+0.88%,5 776
Artisan Partners Asset Management Inc.,37.28,-2.74%,24 157
Artius Acquisition Inc.,6.69,-0.52%,51 270
"Arvinas, Inc.",55.5,+8%,27 927
ARYA Sciences Acquisition Corp II,33.49,+13.6%,36 444
ARYA Sciences Acquisition Corp III,2.93,+4.27%,8 788
ARYA SCIENCES ACQUISITION CORP IV,9.86,0%,
ARYA SCIENCES ACQUISITION CORP V,9.72,0%,
ASANA INC,24.6,+5.44%,175 160
Asbury Automotive Group Inc,179.04,+1.25%,2 217
ASCENDANT DIGITAL ACQ CORP III,10.07,0%,
Ascendis Pharma A/S,94.68,+3.41%,33 655
ASGN Incorporated,102.85,+0.34%,3 833
Ashford Hospitality Trust Inc,10.64,+1.43%,29 403
Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,,,
Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,,,
Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,,,
Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,,,
Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,,,
Ashford Inc. (Holding Company),16.25,-0.49%,200
Ashland Global Holdings Inc.,103.75,+1.63%,12 094
Asia Pacific Wire & Cable Corporation Limited,1.35,+7.14%,360
ASLAN Pharmaceuticals Limited,0.53,+6.65%,200
ASML Holding N.V. - New York Registry Shares,577.27,-1.94%,37 059
"Aspen Aerogels, Inc.",14.11,-2.08%,11 480
Aspen Group Inc.,0.98,+6.69%,100
Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,,,
Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Sh,,,
"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share",,,
"Aspen Technology, Inc.",212.43,-0.21%,5 005
Aspirational Consumer Lifestyle Corp.,2.45,-0.61%,27 231
"Assembly Biosciences, Inc.",2.15,0%,6 362
"Assertio Holdings, Inc.",3.99,+0.13%,34 722
"AssetMark Financial Holdings, Inc.",20.17,-0.2%,1 601
Associated Banc-Corp,20.35,+2.06%,66 452
"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non",,,
"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated",,,
"Associated Capital Group, Inc.",41.6,0%,8
"Assurant, Inc.",155.36,-0.56%,16 199
ASSURE HOLDINGS CORP,2.55,+25.62%,432 882
Assured Guaranty Ltd.,51.68,+3.18%,27 637
"AST SpaceMobile, Inc.",7.91,+0.89%,32 021
"Astec Industries, Inc.",42.3,-0.26%,1 883
Astrazeneca PLC,66.01,-0.39%,422 360
ASTREA ACQUISITION CORP,9.85,0%,
Astronics Corporation,10.98,-3.51%,729
"AstroNova, Inc.",11.71,-0.59%,490
Astrotech Corporation,0.47,+0.78%,1 093
Asure Software Inc,5.18,0%,4
AT&T Inc,18.35$,+0.44%,1 415 835
AT&T INC 5.000% DEP SHS REP 1/1000 PERP PFD SER A,,,
AT&T INC DEP SHS EACH REP 1/1000TH PFD SER C,,,
AT&T Inc. 5.350% Global Notes due 2066,24.82,-0.48%,822
AT&T Inc. 5.625% Global Notes due 2067,25.33,-0.47%,758
ATA Creativity Global,1.83,+0.55%,1 966
"Atara Biotherapeutics, Inc.",3.44,+1.78%,91 053
ATEA PHARMACEUTICALS INC,8.78,+4.4%,24 470
Atento S.A.,6,-10.98%,3 205
ATHENA CONSUMER ACQUISITION CORP,10.05,0%,
ATHENA TECHNOLOGY ACQ CORP II,9.87,0%,
Athena Technology Acquisition Corp.,2.49,-1.97%,38 121
ATHENE HOLDING LTD 4.875% DEP SHS RP 1/1000TH NON CUM SR D,,,
ATHENE HOLDING LTD 6.325% DEP SHS RE 1/1000 NON CUM PF SR C,,,
"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate",,,
"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Fl",,,
"Athenex, Inc.",0.96,+51.59%,422 752
"Athersys, Inc.",0.27,+4.75%,220 923
ATHIRA PHARMA INC,3.77,+4.14%,16 992
ATHLON ACQUISITION CORP,9.87,0%,
ATIF Holdings Limited,2.4,+20%,710
Atkore International Group Inc.,88.84,-1.3%,15 114
Atlantic American Corporation,2.96,-1%,233
ATLANTIC AVENUE ACQUISITION CORP,9.95,0%,
ATLANTIC COASTAL ACQUISITIO CORP II,10,0%,304
ATLANTIC COASTAL ACQUISITION CORP,9.84,0%,
ATLANTIC UNION BANKSHARES CORP 6.875% DEP SH RP 1/400 NON CU PR PF SR A,26.05,0%,
Atlantic Union Bankshares Corporation,33.34,+0.33%,9 979
Atlantica Yield plc,34.8,-0.74%,21 554
ATLANTICUS HLDGS CORP 6.125% SENIOR NOTES DUE 30/11/2026,24.25,0%,
ATLANTICUS HLDGS CORP 7.625% PERP PFD SER B,23.77,-1.98%,100
Atlanticus Holdings Corporation,38.72,-3.44%,2 571
Atlas Air Worldwide Holdings,99.61,-0.11%,243 683
ATLAS CORP,14.23,+22.95%,336 296
ATLAS CORP 7.125% MTN 30/10/2027 USD1000,25,-2.5%,101
ATLAS CORP 7.875% CUM RED PER PFD SER H USD25.00,,,
ATLAS CORP 7.95% SER D CUM RED PER PREF SHS USD25.0,,,
ATLAS CORP SER I FIX TO FLOAT RATE CUM RED PFD SHS,,,
ATLAS CREST INVESTMENT CORP II,9.85,+0.1%,100
Atlas Crest Investment Corp.,4.38,-3.74%,47 347
"Atlas Technical Consultants, Inc.",7.48,+3.17%,6 346
Atlassian Corporation Plc,269.07,+16.83%,322 136
Atmos Energy Corporation,113.88,-1.64%,50 760
"ATN International, Inc.",45.15,-2.48%,1 168
Atomera Incorporated,14.07,+4.22%,2 771
Atossa Genetics Inc.,1,0%,16 653
ATOTECH LTD,22.85,-0.63%,15 556
"Atreca, Inc.",2.56,+4.49%,9 352
"AtriCure, Inc.",51.03,+4.48%,10 361
Atrion Corporation,634.35,0%,39
"aTyr Pharma, Inc.",3.72,-0.53%,297
"Auburn National Bancorporation, Inc.",27.2,0%,
AUDDIA INC,1.1,+1.85%,500
"Audentes Therapeutics, Inc.",59.98,,
AudioCodes Ltd.,21.9,-0.32%,3 658
"AudioEye, Inc.",6.71,+14.7%,2 477
AUGMEDIX INC,1.53,+2.68%,131
Ault Disruptive Technologies Corporation,10.03,0%,
"Ault Global Holdings, Inc.",0.3,+2.26%,276 997
AURA BIOSCIENCES INC,14.63,+2.81%,2 832
AURA FAT PROJECTS ACQUISITION CORP,9.96,0%,
Aurinia Pharmaceuticals Inc,8.36,-1.88%,155 702
Auris Medical Holding Ltd.,0.44,-0.45%,6 530
AURORA ACQUISITION CORP,9.82,0%,
Aurora Cannabis Inc.,1.5,-1.32%,291 276
Aurora Mobile Limited,0.97,0%,
AURORA TECHNOLOGY ACQUISITION CORP,9.98,+0.4%,100
Auryn Resources Inc.,0.45,-4.11%,1 110
AUSTERLITZ ACQUISITION CORP I,9.81,+0.05%,22 177
AUSTERLITZ ACQUISITION CORP II,9.79,-0.1%,4 000
Austin Gold Corp.,1.7,-2.86%,2 700
AUTHENTIC EQUITY ACQUISITION CORP,9.89,0%,
"Autodesk, Inc.",221.75,-0.05%,64 451
Autohome Inc.,38.02,-1.55%,29 135
"Autoliv, Inc.",78.68,-3.02%,25 346
Autolus Therapeutics plc,3.43,+4.89%,8 838
"Automatic Data Processing, Inc.",247.42,+1.38%,50 570
"AutoNation, Inc.",120.26,+0.38%,12 141
"AutoWeb, Inc.",0.38,-0.6%,3 093
"AutoZone, Inc.",2191.32,+1.32%,4 628
Avadel Pharmaceuticals plc,5.89,+13.93%,109 431
"Avalara, Inc.",95.82,+1.64%,48 022
AVALON ACQUISITION INC,9.99,0%,
Avalon GloboCare Corp.,0.68,-5.71%,1 311
Avalon Holdings Corporation,2.93,0%,100
"AvalonBay Communities, Inc.",204.97,+0.5%,9 619
"Avangrid, Inc.",48.83,-1.86%,20 386
"Avanos Medical, Inc.",28.77,+1.59%,10 836
AVANTI ACQUISITION CORP,9.95,0%,
"Avantor, Inc.",28.55,+0.04%,185 111
Avaya Holdings Corp.,0.95,+12.41%,541 920
AVEANNA HEALTHCARE HOLDINGS INC,2.24,+4.67%,2 131
"Avedro, Inc",24.22,-0.19%,1 976
"Avedro, Inc",23.01,0%,
"Avenue Therapeutics, Inc.",0.26,-1.57%,619
"AVEO Pharmaceuticals, Inc.",7.76,+0.52%,16 210
Avery Dennison Corporation,193.3,-0.12%,17 104
"Aviat Networks, Inc.",31.79,-0.16%,470
"Avid Bioservices, Inc.",19.35,+0.99%,26 110
"Avid Technology, Inc.",26.65,+1.64%,15 724
AVIDITY BIOSCIENCES INC,19.03,+3.76%,8 379
AVIDXCHANGE HLDGS INC,7.98,-0.68%,80 623
"Avinger, Inc.",1.66,+1.22%,4 630
Avino Silver & Gold Mines Ltd.,0.6,-4%,1 151
"Avis Budget Group, Inc.",184.04,+3.75%,25 687
Avista Corporation,42.1,-2.18%,12 199
AVISTA PUB ACQUISITION CORP II,10.13,0%,
Avita Medical Limited,7.24,+1.69%,7 971
"Avnet, Inc.",46.58,-1.67%,47 632
"Avon Products, Inc.",5.57,-1.5%,10 808 730
"AVROBIO, Inc.",0.99,+3.41%,1 089
"Aware, Inc.",2.07,0%,2
"AXA Equitable Holdings, Inc.",28.34,+0.12%,154 765
"AXA Equitable Holdings, Inc. Depositary Shares, each representing a 1/1000th interest in a share of",,,
Axalta Coating Systems Ltd.,25.43,+0.32%,59 162
"Axcelis Technologies, Inc.",78.31,-0.3%,33 321
Axcella Health Inc.,2.53,-1.17%,846
AXIOS Sustainable Growth Acquisition Corporation,10.07,+0.1%,3 800
Axis Capital Holdings Limited,50.53,+2.51%,17 124
"Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a",,,
"Axogen, Inc.",10.57,+1.54%,8 691
"Axon Enterprise, Inc.",174.41,+2.41%,25 543
"Axon Enterprise, Inc.",116.37,-0.21%,13 852
"Axonics Modulation Technologies, Inc.",70.91,-1.98%,32 039
AXONPRIME INFRASTRUCTURE ACQU CORP,9.64,0%,
"Axos Financial, Inc.",42.45,+0.57%,9 633
Axovant Gene Therapies Ltd.,0.35,+3.84%,900
"Axsome Therapeutics, Inc.",43.48,+8.67%,29 916
AXT Inc,8.75,-5.91%,23 172
AYALA PHARMACEUTICALS INC,1.62,-3.57%,12 241
AYRO INC,1,-1.96%,2 096
"Aytu BioScience, Inc.",0.56,+5.36%,8 425
AZIYO BIOLOGICS INC,5.97,0%,
Azul S.A.,7.71,+0.39%,67 089
Azure Power Global Limited,11.94,-0.21%,4 688
"AzurRx BioPharma, Inc.",0.15,+2.04%,28 443
AZZ Inc.,42.09,-1.68%,4 672
B RILEY FINANCIAL INC 6.00% SENIOR NOTES DUE 2028,22.98,0%,7
B RILEY FINANCIAL INC 6.375% SENIOR NOTES DUE 2025,24.95,0%,
B RILEY PRINCIPAL 150 MERGER CORP,12.98,+18%,18 998
B RILEY PRINCIPAL 250 MERGER CORP,9.71,0%,
"B&G Foods, Inc. B&G Foods, Inc.",23.42,-7.69%,203 169
"B. Riley Financial, Inc.",55.67,-0.14%,6 091
"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",24.81,0%,2
"B. Riley Financial, Inc. - 7.50% Senior Notes",26.3,0%,
"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a",22.4,0%,
B. Riley Principal 150 Merger Corp.,13.2,-5.71%,25 425
B. Riley Principal Merger Corp. II,3.09,+17.05%,188 940
B.O.S. Better Online Solutions,2.41,0%,
B2Gold Corp,3.46,+0.58%,1 164 174
BABCOCK & WILCOX ENTERPRISES INC 7.75% CUM PERPETUAL PFD STOCK SER A,,,
"Babcock & Wilcox Enterprises, Inc.",8.3,-2.12%,14 756
"Badger Meter, Inc.",96.19,-0.58%,5 003
Baidu.com Inc,137.83,-1.52%,56 491
Baker Hughes Company,25.12,+1.74%,492 118
Baker Hughes Company,24.06,+1.56%,371 226
"Baker Hughes, a GE company",,,
Balchem Corporation,127.6,+0.62%,5 187
Ball Corporation,69.47,-3.37%,111 661
Ball Corporation,56.37,-4.84%,547 297
"Ballantyne Strong, Inc.",2.72,-0.37%,453
"Ballard Power Systems, Inc.",8.79,+0.69%,578 494
"Banc of California, Inc.",17.28,+1.05%,16 760
BancFirst Corporation,108.98,+1.37%,2 462
BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,28.21,0%,
Banco BBVA Argentina S.A.,2.71,+4.04%,25 446
Banco Bilbao Vizcaya Argentaria S.A.,4.7,+1.51%,366 018
Banco Bradesco Sa,2.94,+2.44%,7 319
Banco Bradesco Sa,3.56,+3.79%,3 499 771
Banco De Chile Banco De Chile,18.34,+1.05%,21 947
"Banco Latinoamericano de Comercio Exterior, S.A.",14.45,+0.21%,4 725
Banco Macro S.A.,12.92,+0.08%,8 158
Banco Santander - Chile,15.73,+2.34%,30 179
Banco Santander Brasil SA,5.71,+3.16%,93 116
"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",5.38,+0.37%,2 131
"Banco Santander, S.A. Sponsored",2.53,+2.02%,168 655
BanColombia S.A.,29.95,+2.46%,16 953
BancorpSouth Bank 5.50% Series A Non-Cumulative Perpetual Preferred Stock,,,
Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,,,
"Bancroft Fund, Ltd.",19.55,0%,1
Bandwidth Inc.,16.03,-10.77%,51 509
Bank First Corporation,75.9,-1.48%,315
Bank Nova Scotia Halifax Pfd 3,60.69,-0.14%,51 014
Bank of America,33.97$,+1.8%,1 669 647
BANK OF AMERICA CORPORATION 4.125%DEP SH REP 1/1000 PFD SER PP USD25,,,
BANK OF AMERICA CORPORATION 4.375% DP SH RP 1/1000TH IN NON CU PF NN,,,
Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/120,,,
Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/120,,,
Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/120,,,
Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/120,,,
BANK OF AMERICA CORPORATION DEP SHS REP 1/1000TH INT NON CUM PFD QQ,,,
Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,,,
"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.",,,
"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of",,,
"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of",,,
"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of",,,
"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",,,
Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,,,
BANK OF HAWAII CORP 4.375% DEP SHS REPSTG 1/40TH PFD SER A,,,
Bank of Hawaii Corporation,80.52,+1.73%,3 531
Bank of Marin Bancorp,31.65,-1.09%,1 702
Bank Of Montreal,98.95,+0.19%,31 292
Bank of N.T. Butterfield & Son Limited (The) Voting,32.78,+0.15%,1 495
Bank of New York Mellon Corporation (The),43.52,+1.04%,155 205
Bank of South Carolina Corp.,17.55,0%,
"Bank of the James Financial Group, Inc.",13.39,-4.63%,363
Bank OZK,40.52,+1.66%,20 592
BANK OZK 4.625% SERIES A NON-CUM PERP PFD STOCK,20.76,0%,
Bank7 Corp.,24.4,-1.61%,204
BankFinancial Corporation,9.86,+0.51%,2 813
"BankUnited, Inc.",38.63,+1.21%,15 965
"Bankwell Financial Group, Inc.",32.39,+1.35%,593
BANNER ACQUISITION CORP,9.9,0%,
Banner Corporation,60.96,+1.43%,2 081
BANNIX ACQUISITION CORP,9.99,0%,
Banyan Acquisition Corporation,9.98,0%,
BAOSHENG MEDIA GROUP HLDGS LTD,1.35,-11.18%,3 029
Baozun Inc.,9.07,-1.09%,9 236
"Bar Harbor Bankshares, Inc.",28.65,0%,82
Barclays PLC,8.08,+1%,536 920
BARFRESH FOOD GROUP INC,4.48,0%,12
"Barings BDC, Inc.",9.95,+0.51%,6 583
"Barnes & Noble Education, Inc",2.59,-2.26%,5 714
"Barnes Group, Inc.",33.78,+0.06%,4 740
"Barnwell Industries, Inc.",2.65,+1.15%,6 432
"Barrett Business Services, Inc.",82.86,+1.52%,1 231
Barrick Gold Corporation,15.59,-1.14%,1 652 744
"Bassett Furniture Industries, Incorporated",20.74,-2.03%,2 542
"Bat Group, Inc.",0.25,-0.88%,59 062
BATTALION OIL CORP,10.69,+15.07%,1 180
Battery Future Acquisition Corp. Class A,9.96,0%,13
BAUDAX BIO INC,0.74,-2.27%,2 265
Bausch Health Companies Inc.,5.6,+9.38%,670 007
BAUSCH PLUS LOMB CORP,15.51,-0.35%,35 826
Baxter International Inc.,58.59,+1.18%,122 372
BayCom Corp,19.12,+0.74%,1 208
BAYFIRST FINANCIAL CORP,18,0%,12
BB&T Corporation,,,
"BBQ Holdings, Inc.",11.6,-1.57%,282
BBX Capital Corporation,23.52,-1.26%,815
"BCB Bancorp, Inc. (NJ)",19.55,+0.88%,506
"BCE, Inc.",49.26,-1.05%,103 985
"Beacon Roofing Supply, Inc.",59.65,-2.25%,25 864
BEAM THERAPEUTICS INC,63.37,+0.56%,49 097
BEARD ENERGY TRANSITION ACQ CORP,9.95,0%,
"Beasley Broadcast Group, Inc.",1.41,+0.71%,232
"Beazer Homes USA, Inc.",15.05,-0.56%,7 389
BECTON DICKINSON & CO 6% DEP SHS REP 1/20 MAN CONV PREF SER B,51.71,+0.45%,215
"Becton, Dickinson and Company",254.25,+0.67%,52 981
Bed Bath & Beyond Inc.,8.16,+33.12%,1 443 229
"BeiGene, Ltd.",193.89,+1.47%,6 598
Bel Fuse Inc.,27.08,-4.98%,300
Bel Fuse Inc.,24.92,-0.08%,1 055
Belden Inc,66.75,-0.7%,6 357
"Bellerophon Therapeutics, Inc.",1.43,0%,102
"Bellicum Pharmaceuticals, Inc.",1.35,-8.78%,346
"BellRing Brands, Inc.",24.96,-1.23%,40 844
BELLUS Health Inc.,11.64,+12.14%,154 029
BELONG ACQUISITION CORP,9.86,+0.41%,100
BELPOINTE PREP LLC,99.3,-0.62%,792
"Benchmark Electronics, Inc.",26.75,-0.93%,5 639
"Benefitfocus, Inc.",7.39,+0.27%,12 302
BENEFYTT TECHNOLOGIES INC,31,0%,
BENESSERE CAP ACQUISITION CORP,10.36,0%,
Benitec Biopharma Limited,0.74,-10.92%,1 803
BENTLEY SYSTEMS INC,41,-0.27%,14 368
BERENSON ACQUISITION CORP I,9.8,0%,100
BERKELEY LIGHTS INC,5.26,+0.38%,20 451
BERKLEY(W.R.)CORP 4.125% SUBORDINATED DEB DUE 30/03/2061,,,
BERKLEY(W.R.)CORP 4.25% SUB DEBENTURES DUE 30/09/2060,,,
Berkshire Hathaway Inc.,439650.5,-0.63%,12
Berkshire Hathaway Inc. New,292.12,-0.21%,113 721
"Berkshire Hills Bancorp, Inc.",29.01,+1.15%,16 058
"Berry Global Group, Inc.",55.17,-0.84%,54 831
Berry Petroleum Corporation,9.17,+5.4%,31 184
Bespoke Capital Acquisition Corp.,7,0%,6 753
Best Buy Co Inc,76.4$,+0.14%,90 870
BEST Inc.,1.34,+0.75%,408
BETTER CHOICE COMPANY INC,2.37,+10.75%,1 122
BETTER WORLD ACQUISITION CORP,10.38,+0.1%,141
BETTERWARE DE MEXICO SA DE CV,10.48,-0.57%,2 862
"Beyond Air, Inc.",9.71,+3.19%,4 636
"Beyond Meat, Inc.",38.34,+21.44%,528 249
"BeyondSpring, Inc.",1.49,+4.93%,2 448
BG Staffing Inc Common Stock,12.99,0%,31
"BGC Partners, Inc.",4.08,+0.37%,119 868
BHP Group Limited,54.4,+2.39%,179 071
Bicycle Therapeutics plc,26.27,+3.3%,15 920
Big 5 Sporting Goods Corporation,11,-4.35%,35 487
Big Cypress Acquisition Corp.,1.17,+0.86%,6 786
"Big Lots, Inc.",21.74,+5.18%,49 512
Big Rock Partners Acquisition Corp.,0.75,-6.21%,20 633
BIG SKY GROWTH PARTNERS INC,9.77,0%,
BIGCOMMERCE HLDGS INC,18.82,+2.73%,32 570
Biglari Holdings Inc.,129.95,+7.85%,21
Biglari Holdings Inc.,553.62,0%,
BILANDER ACQUISITION CORP,9.73,0%,
Bilibili Inc.,24.58,-1.6%,98 498
BILL COM HLDGS INC,142.61,+0.83%,46 696
